,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
357,Existing Customer,49.0,M,3.0,Uneducated,Single,$60K - $80K,Blue,32.0,3.0,2.0,2.0,18584.0,2517.0,0.703,1330.0,34.0,1.125,0.135
360,Existing Customer,50.0,F,1.0,Uneducated,Married,Less than $40K,Blue,43.0,6.0,3.0,4.0,1438.3,0.0,1.068,1439.0,41.0,1.05,0.0
363,Existing Customer,50.0,F,2.0,Graduate,Married,$40K - $60K,Blue,44.0,6.0,2.0,3.0,2339.0,1440.0,0.431,893.0,22.0,0.375,0.616
364,Existing Customer,47.0,F,2.0,Graduate,Married,Less than $40K,Blue,36.0,6.0,3.0,2.0,2726.0,0.0,0.8440000000000001,1099.0,27.0,0.588,0.0
365,Existing Customer,43.0,M,4.0,Unknown,Married,$120K +,Blue,39.0,3.0,3.0,3.0,14881.0,848.0,0.762,1408.0,23.0,1.091,0.057
369,Existing Customer,46.0,M,2.0,High School,Married,$120K +,Blue,36.0,5.0,3.0,2.0,19727.0,1785.0,0.5720000000000001,1245.0,25.0,0.7859999999999999,0.09
370,Existing Customer,52.0,M,0.0,Uneducated,Married,$60K - $80K,Blue,36.0,3.0,3.0,2.0,22720.0,793.0,0.685,1102.0,27.0,0.28600000000000003,0.035
375,Existing Customer,49.0,F,4.0,Post-Graduate,Single,Unknown,Blue,44.0,6.0,3.0,2.0,18206.0,1586.0,0.9209999999999999,1439.0,48.0,1.0,0.087
377,Existing Customer,49.0,M,3.0,Graduate,Married,$40K - $60K,Blue,41.0,5.0,3.0,2.0,2406.0,1560.0,0.7509999999999999,1173.0,32.0,0.391,0.648
379,Existing Customer,40.0,F,3.0,High School,Single,Less than $40K,Gold,36.0,3.0,2.0,3.0,15534.0,726.0,0.556,1279.0,28.0,0.867,0.047
382,Existing Customer,58.0,M,2.0,Uneducated,Unknown,$120K +,Blue,49.0,6.0,2.0,3.0,9788.0,1794.0,0.778,1805.0,37.0,0.762,0.183
385,Existing Customer,57.0,M,2.0,Graduate,Married,$80K - $120K,Blue,40.0,3.0,2.0,3.0,12208.0,1980.0,0.616,1409.0,34.0,0.619,0.162
387,Existing Customer,58.0,M,1.0,Graduate,Married,$60K - $80K,Blue,46.0,3.0,3.0,2.0,10021.0,1617.0,0.578,1275.0,25.0,0.667,0.161
389,Existing Customer,54.0,F,2.0,Graduate,Married,Less than $40K,Blue,44.0,3.0,2.0,3.0,2027.0,1480.0,0.9790000000000001,1702.0,37.0,0.9470000000000001,0.73
390,Existing Customer,53.0,M,2.0,Graduate,Married,$60K - $80K,Blue,47.0,6.0,2.0,2.0,6363.0,1162.0,0.644,1256.0,26.0,1.0,0.183
391,Existing Customer,39.0,F,3.0,College,Single,Less than $40K,Blue,25.0,6.0,1.0,2.0,3920.0,2008.0,0.9440000000000001,3178.0,53.0,0.6559999999999999,0.512
393,Existing Customer,54.0,F,4.0,Unknown,Divorced,Less than $40K,Blue,49.0,6.0,1.0,1.0,9376.0,1288.0,0.597,1562.0,33.0,0.5,0.13699999999999998
394,Existing Customer,59.0,F,1.0,Post-Graduate,Married,$40K - $60K,Blue,46.0,5.0,3.0,3.0,1944.0,1346.0,1.052,1960.0,57.0,0.727,0.6920000000000001
398,Existing Customer,55.0,M,0.0,High School,Married,$120K +,Blue,49.0,5.0,3.0,3.0,3805.0,2233.0,1.095,1743.0,27.0,0.929,0.5870000000000001
399,Existing Customer,52.0,M,1.0,Uneducated,Single,$80K - $120K,Blue,37.0,5.0,2.0,2.0,2733.0,1306.0,0.7909999999999999,1139.0,39.0,0.444,0.478
400,Existing Customer,46.0,M,1.0,Uneducated,Unknown,$40K - $60K,Blue,27.0,6.0,3.0,3.0,12781.0,1253.0,0.638,1073.0,21.0,0.4,0.098
401,Attrited Customer,57.0,M,2.0,Uneducated,Married,$120K +,Blue,40.0,3.0,3.0,3.0,3106.0,1120.0,1.045,683.0,17.0,0.7,0.361
409,Existing Customer,55.0,F,2.0,Graduate,Single,Less than $40K,Blue,47.0,5.0,3.0,2.0,6347.0,0.0,0.466,1161.0,44.0,0.375,0.0
410,Existing Customer,67.0,M,1.0,Uneducated,Married,$40K - $60K,Blue,49.0,4.0,3.0,2.0,3106.0,1675.0,0.7809999999999999,1512.0,38.0,0.40700000000000003,0.539
413,Existing Customer,55.0,F,2.0,Unknown,Married,Less than $40K,Blue,37.0,3.0,3.0,1.0,2453.0,968.0,1.081,2218.0,50.0,0.613,0.395
414,Existing Customer,47.0,M,3.0,High School,Married,$40K - $60K,Silver,36.0,3.0,2.0,2.0,16138.0,1249.0,1.01,1198.0,33.0,0.833,0.077
416,Attrited Customer,42.0,F,2.0,Graduate,Married,Less than $40K,Blue,23.0,3.0,3.0,3.0,1929.0,1673.0,0.835,857.0,36.0,1.1179999999999999,0.867
417,Existing Customer,57.0,M,2.0,Unknown,Single,$80K - $120K,Blue,36.0,3.0,3.0,2.0,3127.0,2517.0,0.589,1470.0,30.0,1.143,0.805
419,Existing Customer,56.0,M,3.0,Unknown,Single,$60K - $80K,Blue,49.0,3.0,1.0,3.0,1438.3,0.0,0.503,1093.0,22.0,0.833,0.0
420,Attrited Customer,49.0,F,3.0,Graduate,Married,Less than $40K,Blue,38.0,6.0,3.0,2.0,2185.0,0.0,0.727,715.0,20.0,0.818,0.0
425,Existing Customer,40.0,M,3.0,High School,Married,$40K - $60K,Blue,33.0,4.0,3.0,3.0,6884.0,1001.0,0.7859999999999999,975.0,11.0,0.833,0.145
426,Attrited Customer,39.0,M,2.0,Uneducated,Single,$60K - $80K,Blue,36.0,5.0,3.0,3.0,13961.0,1299.0,0.8420000000000001,783.0,20.0,0.667,0.09300000000000001
428,Existing Customer,54.0,M,3.0,High School,Married,$120K +,Blue,43.0,4.0,1.0,1.0,13219.0,0.0,0.5760000000000001,1097.0,24.0,0.5,0.0
429,Attrited Customer,58.0,F,4.0,Unknown,Married,Less than $40K,Blue,46.0,2.0,3.0,3.0,2536.0,0.0,0.917,901.0,35.0,0.522,0.0
430,Existing Customer,46.0,F,4.0,Graduate,Divorced,Less than $40K,Blue,36.0,5.0,3.0,1.0,9478.0,820.0,0.64,1327.0,41.0,0.8640000000000001,0.087
434,Existing Customer,55.0,M,0.0,High School,Divorced,$60K - $80K,Blue,46.0,6.0,1.0,2.0,9734.0,0.0,0.785,1476.0,38.0,0.9,0.0
435,Existing Customer,46.0,F,2.0,Graduate,Married,$40K - $60K,Blue,22.0,6.0,1.0,3.0,2305.0,1627.0,0.747,1230.0,36.0,0.565,0.706
436,Existing Customer,47.0,F,4.0,Uneducated,Married,$40K - $60K,Blue,36.0,3.0,1.0,3.0,14241.0,2081.0,0.909,1581.0,44.0,0.833,0.146
437,Existing Customer,36.0,F,2.0,Unknown,Married,$40K - $60K,Blue,25.0,3.0,1.0,2.0,4789.0,1257.0,1.1340000000000001,1534.0,29.0,0.9329999999999999,0.262
439,Existing Customer,57.0,M,2.0,Unknown,Single,$80K - $120K,Blue,38.0,6.0,1.0,3.0,23008.0,2280.0,0.674,1302.0,36.0,0.636,0.099
441,Existing Customer,58.0,F,3.0,Graduate,Married,Less than $40K,Blue,53.0,5.0,3.0,2.0,5798.0,1794.0,0.564,1724.0,45.0,0.452,0.309
446,Attrited Customer,52.0,F,1.0,Graduate,Single,Less than $40K,Blue,40.0,1.0,2.0,2.0,2317.0,0.0,1.005,884.0,19.0,0.727,0.0
447,Attrited Customer,53.0,F,2.0,Uneducated,Single,Less than $40K,Blue,45.0,1.0,1.0,1.0,1981.0,1518.0,1.0190000000000001,973.0,25.0,0.9229999999999999,0.7659999999999999
448,Existing Customer,56.0,F,1.0,Graduate,Single,$40K - $60K,Blue,47.0,3.0,2.0,1.0,6038.0,0.0,0.741,1447.0,30.0,0.875,0.0
449,Existing Customer,44.0,M,5.0,Unknown,Single,$80K - $120K,Blue,32.0,5.0,3.0,2.0,14910.0,877.0,0.772,1150.0,26.0,0.625,0.059000000000000004
451,Attrited Customer,54.0,M,2.0,Graduate,Married,$60K - $80K,Blue,42.0,3.0,3.0,2.0,4320.0,0.0,0.9670000000000001,706.0,21.0,0.5,0.0
452,Existing Customer,39.0,F,1.0,Unknown,Single,$40K - $60K,Blue,36.0,6.0,1.0,3.0,11213.0,0.0,0.563,1257.0,23.0,0.643,0.0
455,Attrited Customer,53.0,M,2.0,Uneducated,Married,$80K - $120K,Blue,36.0,1.0,3.0,3.0,4503.0,0.0,0.659,748.0,20.0,0.429,0.0
458,Existing Customer,53.0,F,1.0,High School,Married,Less than $40K,Blue,47.0,6.0,1.0,2.0,3445.0,1074.0,0.67,1074.0,31.0,0.632,0.312
459,Existing Customer,60.0,M,1.0,Graduate,Married,$80K - $120K,Blue,50.0,6.0,2.0,2.0,23412.0,1078.0,0.79,1786.0,50.0,0.7859999999999999,0.046
460,Existing Customer,59.0,F,0.0,Graduate,Single,Less than $40K,Blue,46.0,4.0,1.0,2.0,3044.0,1611.0,0.74,1456.0,36.0,0.7140000000000001,0.529
461,Existing Customer,38.0,M,1.0,Unknown,Single,$60K - $80K,Blue,29.0,5.0,2.0,1.0,14596.0,2192.0,0.898,1300.0,25.0,1.083,0.15
462,Existing Customer,56.0,M,4.0,Uneducated,Single,Less than $40K,Blue,36.0,3.0,2.0,2.0,3864.0,1654.0,0.491,1470.0,42.0,0.235,0.428
463,Attrited Customer,35.0,M,3.0,Post-Graduate,Unknown,$80K - $120K,Blue,29.0,2.0,1.0,3.0,17030.0,1911.0,0.528,715.0,25.0,0.562,0.11199999999999999
467,Attrited Customer,43.0,F,2.0,Uneducated,Single,Less than $40K,Blue,24.0,2.0,3.0,2.0,2962.0,2517.0,1.046,929.0,31.0,0.409,0.85
469,Existing Customer,61.0,M,1.0,Uneducated,Single,$60K - $80K,Blue,46.0,5.0,3.0,2.0,2201.0,1138.0,0.675,1199.0,32.0,0.6,0.517
472,Existing Customer,41.0,M,2.0,Uneducated,Divorced,$120K +,Blue,29.0,3.0,2.0,2.0,15911.0,896.0,0.9540000000000001,1270.0,33.0,0.833,0.055999999999999994
473,Attrited Customer,56.0,M,2.0,College,Single,$120K +,Blue,50.0,2.0,2.0,3.0,16867.0,0.0,0.885,654.0,14.0,0.4,0.0
475,Attrited Customer,52.0,F,3.0,Post-Graduate,Single,Less than $40K,Blue,47.0,3.0,3.0,2.0,2972.0,0.0,1.035,922.0,25.0,0.562,0.0
476,Existing Customer,40.0,F,3.0,High School,Single,$40K - $60K,Blue,36.0,5.0,3.0,2.0,5124.0,2235.0,0.542,1158.0,42.0,0.355,0.436
481,Existing Customer,37.0,F,1.0,Graduate,Married,$40K - $60K,Blue,29.0,5.0,2.0,2.0,4394.0,885.0,1.04,1377.0,32.0,0.684,0.201
482,Existing Customer,46.0,M,4.0,Graduate,Single,$80K - $120K,Blue,35.0,4.0,3.0,3.0,18325.0,723.0,0.815,1517.0,33.0,0.65,0.039
483,Existing Customer,46.0,F,4.0,Post-Graduate,Married,Less than $40K,Blue,37.0,5.0,3.0,2.0,3773.0,1972.0,0.7829999999999999,1528.0,25.0,1.083,0.523
484,Existing Customer,41.0,M,1.0,Graduate,Single,$80K - $120K,Blue,29.0,5.0,1.0,3.0,21684.0,1748.0,0.715,1329.0,24.0,0.6,0.081
485,Existing Customer,48.0,F,3.0,High School,Divorced,$40K - $60K,Blue,40.0,4.0,1.0,2.0,1919.0,774.0,0.965,1505.0,33.0,0.737,0.40299999999999997
486,Existing Customer,49.0,F,3.0,Graduate,Single,$40K - $60K,Blue,33.0,5.0,3.0,2.0,9995.0,1713.0,0.96,1172.0,38.0,0.462,0.171
493,Existing Customer,54.0,F,0.0,College,Married,Less than $40K,Blue,40.0,3.0,1.0,2.0,1638.0,0.0,0.75,1885.0,51.0,0.545,0.0
494,Existing Customer,54.0,M,1.0,Graduate,Married,$60K - $80K,Blue,36.0,3.0,3.0,2.0,2947.0,2216.0,0.76,1744.0,53.0,0.606,0.752
497,Existing Customer,59.0,M,1.0,College,Single,$40K - $60K,Blue,48.0,6.0,3.0,3.0,7251.0,1603.0,0.591,1300.0,36.0,0.8,0.221
499,Existing Customer,56.0,F,1.0,College,Married,Less than $40K,Blue,36.0,6.0,2.0,3.0,2641.0,1257.0,0.8909999999999999,1439.0,39.0,1.053,0.47600000000000003
502,Existing Customer,48.0,F,3.0,College,Divorced,$40K - $60K,Blue,41.0,4.0,1.0,3.0,9336.0,1672.0,0.696,1391.0,39.0,0.625,0.179
504,Existing Customer,41.0,M,3.0,Uneducated,Married,$60K - $80K,Blue,36.0,5.0,3.0,2.0,17391.0,1044.0,1.08,1248.0,27.0,0.688,0.06
506,Existing Customer,34.0,M,4.0,Post-Graduate,Single,$80K - $120K,Blue,26.0,3.0,3.0,2.0,5100.0,1786.0,1.06,2375.0,63.0,0.575,0.35
507,Existing Customer,56.0,M,3.0,Post-Graduate,Married,$60K - $80K,Blue,39.0,3.0,1.0,2.0,3955.0,2517.0,0.484,1238.0,25.0,1.083,0.636
509,Attrited Customer,45.0,F,3.0,Uneducated,Single,Unknown,Blue,36.0,3.0,3.0,3.0,4028.0,710.0,0.731,791.0,22.0,0.833,0.17600000000000002
510,Existing Customer,38.0,F,2.0,Uneducated,Single,Less than $40K,Blue,32.0,5.0,3.0,3.0,2264.0,0.0,0.479,1204.0,28.0,0.33299999999999996,0.0
511,Existing Customer,49.0,M,3.0,Unknown,Unknown,$120K +,Blue,44.0,5.0,2.0,2.0,21620.0,2008.0,0.691,1300.0,33.0,0.5,0.09300000000000001
513,Existing Customer,41.0,F,4.0,Graduate,Single,$40K - $60K,Blue,31.0,4.0,2.0,3.0,2375.0,1658.0,0.638,1071.0,28.0,1.0,0.698
515,Existing Customer,47.0,F,4.0,College,Single,Less than $40K,Blue,37.0,6.0,2.0,2.0,4256.0,1084.0,0.63,1100.0,29.0,0.381,0.255
518,Existing Customer,49.0,M,1.0,Graduate,Unknown,$40K - $60K,Silver,41.0,6.0,1.0,3.0,20231.0,977.0,0.893,1215.0,36.0,0.7140000000000001,0.048
522,Attrited Customer,58.0,M,1.0,College,Married,$80K - $120K,Blue,47.0,3.0,3.0,3.0,12151.0,1799.0,1.022,918.0,14.0,0.556,0.14800000000000002
525,Existing Customer,42.0,M,4.0,Uneducated,Divorced,$60K - $80K,Blue,32.0,4.0,1.0,2.0,5504.0,0.0,0.62,1364.0,32.0,0.684,0.0
526,Existing Customer,37.0,M,4.0,Graduate,Married,$80K - $120K,Blue,28.0,4.0,1.0,2.0,10021.0,1203.0,0.93,1463.0,40.0,1.0,0.12
528,Existing Customer,50.0,M,3.0,High School,Single,$40K - $60K,Silver,44.0,4.0,3.0,4.0,19853.0,1513.0,0.802,1878.0,55.0,0.41,0.076
529,Existing Customer,41.0,F,1.0,High School,Single,$40K - $60K,Blue,31.0,6.0,3.0,2.0,4969.0,838.0,0.591,1489.0,32.0,0.455,0.16899999999999998
530,Existing Customer,48.0,F,3.0,Graduate,Divorced,Less than $40K,Blue,40.0,3.0,2.0,3.0,3117.0,1603.0,1.167,1437.0,37.0,0.609,0.514
532,Existing Customer,61.0,M,0.0,High School,Single,$60K - $80K,Blue,51.0,4.0,2.0,2.0,5504.0,1412.0,0.722,1290.0,38.0,0.462,0.257
534,Attrited Customer,53.0,F,2.0,Doctorate,Married,Unknown,Blue,39.0,1.0,2.0,3.0,1438.3,0.0,0.644,807.0,22.0,0.6920000000000001,0.0
536,Existing Customer,51.0,M,3.0,High School,Married,$120K +,Blue,40.0,6.0,3.0,2.0,7319.0,1692.0,0.701,1233.0,29.0,0.611,0.231
538,Existing Customer,48.0,M,4.0,Unknown,Single,$60K - $80K,Blue,30.0,4.0,3.0,3.0,7712.0,1387.0,0.861,1597.0,39.0,0.56,0.18
540,Existing Customer,41.0,M,2.0,High School,Married,$40K - $60K,Blue,32.0,3.0,1.0,3.0,12804.0,2517.0,0.892,1101.0,37.0,0.276,0.19699999999999998
543,Existing Customer,56.0,F,2.0,Post-Graduate,Married,Less than $40K,Blue,48.0,6.0,1.0,2.0,4930.0,2259.0,1.1340000000000001,2194.0,53.0,0.606,0.45799999999999996
544,Existing Customer,39.0,F,2.0,College,Single,Less than $40K,Blue,36.0,6.0,3.0,3.0,9476.0,0.0,0.605,1128.0,27.0,0.929,0.0
545,Existing Customer,47.0,M,1.0,Graduate,Married,$80K - $120K,Blue,37.0,6.0,3.0,3.0,11722.0,1667.0,0.5660000000000001,1497.0,35.0,0.25,0.142
546,Existing Customer,44.0,M,2.0,Graduate,Single,$120K +,Blue,33.0,4.0,1.0,3.0,13301.0,0.0,1.058,1385.0,50.0,0.515,0.0
548,Attrited Customer,43.0,F,2.0,Post-Graduate,Married,Less than $40K,Blue,37.0,3.0,3.0,1.0,1438.3,0.0,1.004,974.0,28.0,0.273,0.0
549,Attrited Customer,59.0,M,1.0,High School,Married,$60K - $80K,Blue,36.0,3.0,2.0,3.0,6705.0,0.0,0.7490000000000001,731.0,18.0,0.5,0.0
553,Existing Customer,48.0,M,1.0,College,Married,$60K - $80K,Blue,29.0,4.0,3.0,2.0,19324.0,1040.0,0.904,1744.0,50.0,0.852,0.054000000000000006
554,Existing Customer,44.0,M,2.0,Graduate,Single,$40K - $60K,Blue,34.0,5.0,3.0,1.0,5331.0,1993.0,0.777,1766.0,39.0,0.625,0.374
557,Existing Customer,39.0,M,2.0,Graduate,Married,$80K - $120K,Blue,34.0,6.0,3.0,2.0,17438.0,0.0,1.078,1860.0,37.0,0.85,0.0
558,Existing Customer,40.0,M,4.0,College,Unknown,$80K - $120K,Blue,25.0,3.0,3.0,1.0,1962.0,0.0,0.684,1179.0,27.0,0.688,0.0
561,Existing Customer,60.0,M,0.0,Uneducated,Single,Less than $40K,Blue,53.0,5.0,3.0,2.0,2402.0,1728.0,0.652,1650.0,53.0,0.606,0.7190000000000001
563,Existing Customer,62.0,M,0.0,Graduate,Married,$60K - $80K,Blue,36.0,6.0,3.0,3.0,3674.0,895.0,0.6579999999999999,1703.0,48.0,0.371,0.244
565,Existing Customer,59.0,M,0.0,Graduate,Single,$40K - $60K,Blue,48.0,4.0,2.0,2.0,1638.0,0.0,0.5329999999999999,1536.0,44.0,0.63,0.0
566,Existing Customer,46.0,M,4.0,Graduate,Single,$60K - $80K,Blue,38.0,3.0,3.0,2.0,4335.0,2480.0,0.5429999999999999,1373.0,36.0,1.1179999999999999,0.5720000000000001
567,Existing Customer,44.0,M,4.0,High School,Single,$60K - $80K,Blue,32.0,5.0,3.0,2.0,3233.0,1034.0,0.759,1256.0,29.0,0.706,0.32
568,Attrited Customer,48.0,M,4.0,Unknown,Single,$80K - $120K,Blue,36.0,1.0,3.0,1.0,11862.0,2517.0,0.7659999999999999,643.0,16.0,0.231,0.212
572,Existing Customer,40.0,M,3.0,High School,Unknown,$60K - $80K,Blue,36.0,4.0,2.0,1.0,3624.0,1975.0,0.708,1469.0,23.0,1.091,0.545
573,Existing Customer,54.0,M,1.0,Unknown,Married,$80K - $120K,Blue,36.0,4.0,1.0,2.0,6175.0,960.0,0.7090000000000001,1847.0,59.0,0.405,0.155
575,Existing Customer,44.0,M,4.0,Graduate,Married,$60K - $80K,Blue,28.0,6.0,2.0,3.0,11338.0,0.0,0.695,1227.0,24.0,0.5,0.0
576,Existing Customer,47.0,F,2.0,Doctorate,Married,Less than $40K,Blue,35.0,3.0,2.0,2.0,5544.0,1184.0,0.85,1336.0,38.0,0.652,0.214
578,Existing Customer,50.0,F,2.0,High School,Married,Less than $40K,Blue,43.0,6.0,2.0,3.0,2927.0,1412.0,0.763,1474.0,26.0,0.857,0.48200000000000004
579,Existing Customer,53.0,F,3.0,College,Married,$40K - $60K,Blue,33.0,4.0,3.0,3.0,5146.0,1618.0,1.073,1955.0,44.0,0.76,0.314
580,Attrited Customer,56.0,M,1.0,College,Married,$60K - $80K,Blue,44.0,5.0,3.0,3.0,1704.0,0.0,0.701,660.0,17.0,0.308,0.0
583,Attrited Customer,61.0,M,1.0,Unknown,Married,$40K - $60K,Blue,49.0,1.0,2.0,2.0,5472.0,788.0,0.526,705.0,14.0,0.273,0.14400000000000002
584,Existing Customer,57.0,M,2.0,High School,Married,$60K - $80K,Blue,38.0,3.0,1.0,2.0,2736.0,1822.0,0.593,1211.0,25.0,0.9229999999999999,0.6659999999999999
588,Existing Customer,60.0,M,0.0,Graduate,Married,Less than $40K,Blue,36.0,6.0,2.0,2.0,1976.0,1311.0,0.995,1498.0,43.0,0.536,0.6629999999999999
589,Existing Customer,49.0,M,4.0,Uneducated,Married,$80K - $120K,Blue,40.0,3.0,1.0,1.0,8714.0,2252.0,0.831,1536.0,38.0,0.652,0.258
590,Existing Customer,46.0,F,4.0,Doctorate,Divorced,Less than $40K,Blue,41.0,4.0,1.0,1.0,8693.0,1378.0,0.799,1594.0,45.0,0.452,0.159
591,Existing Customer,42.0,M,1.0,Uneducated,Married,$80K - $120K,Blue,36.0,6.0,1.0,2.0,9247.0,710.0,0.735,1190.0,30.0,0.5,0.077
593,Attrited Customer,45.0,F,4.0,Uneducated,Married,Less than $40K,Blue,38.0,3.0,4.0,3.0,4908.0,0.0,0.993,827.0,21.0,0.75,0.0
594,Attrited Customer,44.0,F,3.0,Doctorate,Married,Less than $40K,Blue,38.0,6.0,1.0,3.0,7222.0,0.0,0.685,920.0,18.0,0.5,0.0
595,Existing Customer,61.0,M,0.0,Uneducated,Single,$80K - $120K,Blue,48.0,6.0,2.0,2.0,21740.0,0.0,0.6759999999999999,1755.0,54.0,0.5429999999999999,0.0
596,Attrited Customer,55.0,M,3.0,Uneducated,Married,$60K - $80K,Blue,44.0,3.0,2.0,2.0,2323.0,0.0,0.737,804.0,15.0,0.5,0.0
597,Existing Customer,44.0,M,4.0,Unknown,Divorced,$60K - $80K,Blue,29.0,4.0,2.0,2.0,7788.0,0.0,0.29600000000000004,1196.0,30.0,0.429,0.0
598,Attrited Customer,55.0,F,1.0,Unknown,Married,Less than $40K,Blue,36.0,4.0,1.0,3.0,1438.3,361.0,0.963,850.0,22.0,0.6920000000000001,0.251
600,Existing Customer,45.0,M,2.0,Doctorate,Married,$80K - $120K,Blue,40.0,6.0,3.0,1.0,11710.0,693.0,0.914,1749.0,50.0,0.429,0.059000000000000004
603,Existing Customer,34.0,F,2.0,Graduate,Married,Less than $40K,Blue,24.0,6.0,2.0,2.0,3663.0,1853.0,0.963,1826.0,35.0,1.0590000000000002,0.506
607,Existing Customer,50.0,M,1.0,Graduate,Married,$80K - $120K,Blue,45.0,3.0,2.0,2.0,16813.0,1185.0,0.552,1482.0,46.0,0.643,0.07
608,Existing Customer,33.0,M,3.0,Post-Graduate,Married,$80K - $120K,Blue,25.0,4.0,2.0,3.0,16434.0,2104.0,0.955,1726.0,37.0,0.85,0.128
609,Existing Customer,50.0,M,3.0,Graduate,Single,$60K - $80K,Blue,45.0,4.0,2.0,3.0,21872.0,1118.0,0.6579999999999999,1806.0,31.0,0.409,0.051
611,Existing Customer,56.0,F,4.0,Unknown,Married,Less than $40K,Blue,46.0,5.0,3.0,2.0,4271.0,1150.0,1.064,2052.0,50.0,0.7240000000000001,0.26899999999999996
612,Existing Customer,55.0,F,3.0,Graduate,Single,Less than $40K,Blue,29.0,6.0,1.0,2.0,7361.0,1309.0,0.504,1175.0,34.0,0.7,0.17800000000000002
613,Existing Customer,26.0,M,0.0,College,Single,Less than $40K,Blue,36.0,4.0,1.0,3.0,1438.3,479.0,0.5529999999999999,1786.0,37.0,0.37,0.33299999999999996
614,Existing Customer,42.0,F,3.0,Graduate,Married,Less than $40K,Blue,33.0,6.0,3.0,3.0,8628.0,1077.0,0.872,1675.0,58.0,0.415,0.125
615,Existing Customer,54.0,M,2.0,College,Married,$80K - $120K,Blue,44.0,4.0,3.0,3.0,18750.0,1705.0,0.807,1200.0,36.0,0.895,0.091
616,Existing Customer,44.0,F,3.0,Graduate,Married,Unknown,Blue,36.0,4.0,2.0,3.0,21242.0,819.0,0.499,1283.0,37.0,0.542,0.039
618,Existing Customer,38.0,F,3.0,High School,Married,Unknown,Blue,29.0,4.0,2.0,2.0,11327.0,1528.0,1.1420000000000001,2033.0,38.0,0.727,0.135
620,Existing Customer,39.0,F,3.0,Post-Graduate,Married,$40K - $60K,Blue,28.0,4.0,2.0,2.0,3249.0,2217.0,1.06,1988.0,36.0,0.895,0.682
623,Existing Customer,42.0,M,3.0,Unknown,Single,$80K - $120K,Blue,33.0,3.0,3.0,2.0,3714.0,2170.0,0.524,1454.0,35.0,0.522,0.584
624,Attrited Customer,42.0,M,2.0,College,Married,$60K - $80K,Blue,28.0,6.0,1.0,3.0,7340.0,0.0,0.65,838.0,24.0,0.41200000000000003,0.0
625,Existing Customer,57.0,M,4.0,Post-Graduate,Married,$120K +,Blue,51.0,4.0,2.0,3.0,16952.0,0.0,0.7090000000000001,1918.0,61.0,0.649,0.0
626,Attrited Customer,55.0,M,3.0,Doctorate,Single,$80K - $120K,Blue,35.0,4.0,1.0,3.0,20865.0,0.0,0.8809999999999999,837.0,25.0,0.667,0.0
627,Existing Customer,44.0,F,3.0,College,Unknown,Less than $40K,Blue,25.0,6.0,3.0,2.0,3083.0,1040.0,0.7290000000000001,4311.0,78.0,0.56,0.337
628,Existing Customer,37.0,F,3.0,Graduate,Married,Unknown,Blue,24.0,3.0,2.0,2.0,10584.0,1550.0,0.6920000000000001,1567.0,33.0,0.32,0.146
629,Existing Customer,50.0,F,3.0,Unknown,Married,Less than $40K,Blue,42.0,4.0,1.0,2.0,2240.0,0.0,0.6679999999999999,1905.0,39.0,0.345,0.0
630,Existing Customer,51.0,M,2.0,Graduate,Married,$40K - $60K,Blue,40.0,5.0,1.0,2.0,12240.0,1566.0,0.539,1422.0,26.0,0.529,0.128
632,Existing Customer,36.0,F,2.0,Graduate,Married,Less than $40K,Blue,24.0,3.0,1.0,3.0,3124.0,1593.0,0.8690000000000001,1652.0,41.0,0.36700000000000005,0.51
635,Existing Customer,43.0,M,2.0,College,Married,$60K - $80K,Blue,28.0,4.0,2.0,3.0,22157.0,1355.0,0.69,1911.0,55.0,0.5710000000000001,0.061
636,Existing Customer,46.0,M,3.0,Graduate,Married,$40K - $60K,Blue,32.0,6.0,2.0,3.0,11477.0,0.0,0.767,1260.0,27.0,0.688,0.0
637,Existing Customer,43.0,F,2.0,Graduate,Married,Less than $40K,Blue,33.0,5.0,2.0,2.0,3933.0,852.0,0.433,1489.0,45.0,0.324,0.217
641,Existing Customer,50.0,M,2.0,High School,Unknown,$60K - $80K,Blue,41.0,6.0,2.0,2.0,3244.0,1762.0,0.6609999999999999,1274.0,32.0,1.0,0.5429999999999999
642,Existing Customer,43.0,F,3.0,Graduate,Married,$40K - $60K,Blue,36.0,6.0,1.0,3.0,2936.0,2379.0,0.6940000000000001,1572.0,57.0,0.6759999999999999,0.81
643,Existing Customer,54.0,M,3.0,High School,Married,$80K - $120K,Blue,36.0,6.0,1.0,2.0,1438.3,1133.0,0.759,1935.0,41.0,0.708,0.7879999999999999
644,Existing Customer,33.0,M,2.0,Unknown,Married,$60K - $80K,Blue,25.0,6.0,3.0,3.0,6242.0,491.0,1.054,2187.0,59.0,0.405,0.079
645,Existing Customer,58.0,F,2.0,Uneducated,Married,$40K - $60K,Blue,49.0,3.0,1.0,3.0,6175.0,1166.0,0.8029999999999999,1417.0,25.0,0.25,0.18899999999999997
